COIL	1.1	900	0		0		3
SHEET	2	1525	612		0		2
COIL	3.5	610	0		600		3
COIL	0.6	610	0		0		3
COIL	1.6	610	0		0		5
SHEET	2.5	610	4880		0		3
COIL	0.6	50	0		0		3
SHEET	0.699	1320	760	N	0		3
COIL	0.4	58	0		0		3
COIL	3.2	609.9	0		0		3
COIL	0.7	1320	0		0		3
COIL	1.6	1250	0		0		3
SHEET	1.601	830	881		0		2
COIL	0.9	1320	0		0		3
COIL	2	1525	0		0		2
SHEET	0.699	520	762		0		3
COIL	0.8	710.1	0		0		3
COIL	0.6	610	0		0		3
COIL	1.6	1320	0		0		3
SHEET	0.6	610	4880		0		3
SHEET	1.6	1320	1000		0		3
SHEET	0.7	610	4880		0		3
COIL	0.699	1320	0	N	0		3
COIL	3.201	1000	0		600		U
SHEET	0.6	1220	4880		0		5
COIL	1	75	0		0		3
COIL	1.6	1220	0		0		5
COIL	3.2	609.9	0		0		3
COIL	0.7	1320	0		0		3
COIL	2.5	609.9	0		0		3
SHEET	0.699	609.9	0		0		3
SHEET	3.2	610	1000		0		3
COIL	0.9	966.1	0		0		3
COIL	1.001	610	0		0		3
SHEET	0.601	375	612		0		3
COIL	0.8	50	0		0		5
COIL	0.6	610	0		0		3
COIL	3.2	1320	0		0		3
SHEET	0.6	610	4880		0		5
SHEET	0.999	1220	762		0		3
COIL	1.6	50	0		0		2
SHEET	1.2	335	4170		0		3
SHEET	1.2	1250	4880	N	0		3
COIL	2.5	1274.9	0		600		3
COIL	0.7	610	0		0		3
SHEET	0.8	1320	1		0		2
COIL	3.2	609.9	0		0		U
COIL	1.6	50	0		0		5
SHEET	0.699	610	4880	Y	0		3
SHEET	1.599	1300	4880		0		3
SHEET	0.7	610	4880		0		3
COIL	0.6	1320	0		0		3
SHEET	0.301	610	4880	Y	0		3
SHEET	0.6	1220	762		0		3
COIL	0.8	915.1	0		0		1
COIL	4	1000	0		600		U
COIL	1.5	640	0		0		3
SHEET	1.2	335	612		0		5
SHEET	0.6	520	4880		0		3
COIL	1.6	1320	0		0		3
COIL	3.2	1320	0		0		3
COIL	0.4	20	0		0		3
SHEET	0.3	610	4880	Y	0		3
SHEET	0.6	610	4880		0		3
SHEET	0.699	520	4880		0		3
SHEET	0.3	610	762		0		3
COIL	0.699	610	0		0	3	3
SHEET	3.2	610	762		0		3
COIL	0.6	1250	0		0		3
COIL	1.6	1320	0		0		3
SHEET	0.3	1320	762	Y	0		3
SHEET	0.699	610	762	N	0		3
COIL	0.901	966.1	0		0		3
SHEET	0.3	595	4880		0		3
SHEET	0.6	1220	4880		0		3
SHEET	0.699	609.9	4880		0		3
SHEET	2	1000	4880		0		3
SHEET	1	610	4880		0		3
COIL	3.2	60	0		0		3
COIL	1	900	0		0		3
COIL	0.7	1320	0		0		3
COIL	1.6	1320	0		0	3	3
SHEET	1.6	610	762		0		3
COIL	2.3	900	0		500		3
SHEET	0.8	1300	762		0		2
SHEET	0.301	1320	4880	Y	0		3
COIL	0.601	610	0		0		3
SHEET	3.2	1320	762		0		3
COIL	1.3	1090	0		0		2
SHEET	0.699	520	4880		0		3
SHEET	0.9	610	1220		0		2
SHEET	3.2	1300	762		0		3
COIL	1.399	609.9	0		0		3
SHEET	1.599	610	761		0		2
COIL	0.699	610	0	N	0		3
COIL	0.7	1220	0		0		3
COIL	0.699	1320	0		0		3
SHEET	0.599	610	761		0		3
SHEET	0.699	610	400		0		3
SHEET	1.6	1320	612		0		3
SHEET	0.5	609.9	612		0		5
COIL	0.301	1320	0		0		3
COIL	3.2	640	0		500		3
SHEET	0.6	610	762		0		3
COIL	0.6	249.9	0		0		5
COIL	0.7	610	0		0		3
SHEET	3.2	1300	762		0		3
SHEET	1.599	1320	762		0		3
COIL	0.8	609.9	0		0		3
COIL	1.9	1135	0		600		3
COIL	0.699	609.9	0		0		3
COIL	0.699	610	0		0		3
SHEET	0.8	1320	762		0		2
COIL	0.901	966	0		0		3
SHEET	0.7	610	762		0		3
COIL	0.8	75	0		0		3
SHEET	0.7	1320	762		0		3
SHEET	0.601	1250	762		0		3
COIL	0.799	609	0		0		3
SHEET	1	610	4880		0		3
COIL	0.6	20	0		0		3
COIL	0.6	900	0		0		3
SHEET	1	610	762		0		3
COIL	0.5	250	0		0		5
COIL	0.6	50	0		0		5
SHEET	2.5	1274.9	762		0		3
SHEET	0.801	255.1	270		0		3
SHEET	1.6	1500	4170		0		2
SHEET	0.8	610	4880		0		2
COIL	0.6	20	0		0		3
COIL	0.7	1320	0		0		3
COIL	1.6	610	0		0		5
SHEET	0.7	1220	4880		0		3
SHEET	0.3	1220	762		0		U
COIL	3.2	610	0		0		3
SHEET	0.601	610	762		0		3
COIL	0.321	610	0		0		3
COIL	0.601	1220	0		0		3
COIL	0.699	610	0		0		3
SHEET	3.2	150	4880		0		3
SHEET	0.7	1220	762		0		3
COIL	0.6	250	0		0		5
COIL	3.2	1220	0	Y	0		U
SHEET	0.8	1320	762		0		2
COIL	0.8	609.9	0		0		1
SHEET	1.2	610	4170		0		3
SHEET	0.699	1320	761		0		3
SHEET	0.8	1320	4880		0		2
SHEET	3.2	150	762		0		3
SHEET	1.299	1050	1220		0		2
SHEET	3.2	1300	4880		0		3
SHEET	0.6	375	4880		0		3
SHEET	0.7	610	762		0		3
COIL	1.2	1220	0		0		3
COIL	1	75	0		0		1
SHEET	1	1320	762		0		3
COIL	2.5	610	0		600		3
SHEET	0.8	610	4880		0		2
SHEET	0.6	520	762		0		3
COIL	0.8	50	0		0		3
SHEET	0.3	1320	4880	Y	0		3
COIL	0.7	610	0		0		3
SHEET	2	610	762		0		2
SHEET	0.5	609.9	3000		0		5
COIL	0.7	610	0		0		3
SHEET	1	610	4880		0		3
COIL	1.601	1320	0		0		3
SHEET	0.301	610	762		0		3
SHEET	1.2	609.9	612		0		2
SHEET	0.8	1500	4170		0		2
SHEET	0.7	1300	762		0		3
COIL	1.201	50	0		0		3
SHEET	0.75	610	4880		0		3
SHEET	0.7	374.9	762		0		3
COIL	1.6	609.9	0		0		3
SHEET	0.8	610	4880		0		2
COIL	1.09	900	0		0		3
COIL	0.699	1320	0		0		3
SHEET	0.7	150	762		0		3
COIL	2.2	900	0		0		3
SHEET	0.7	610	4880		0		3
COIL	1	25	0		0		3
COIL	0.699	610	0		0		3
COIL	0.7	610	0		0	3	3
SHEET	1.599	1320	4880		0		2
SHEET	0.7	1320	762		0		3
SHEET	3.2	1320	4880		0		3
SHEET	0.699	1320	762	N	0		3
COIL	0.601	610	0		0		3
SHEET	0.6	610	761		0		5
COIL	3.2	610	0		0		3
COIL	2.3	900	0		600		3
SHEET	0.6	300.1	4880		0		3
SHEET	0.699	300.1	4880		0		3
COIL	4	610	0		600		3
SHEET	1.599	610	762		0		3
SHEET	0.4	1220	762		0		U
COIL	1.601	609.9	0		0		3
SHEET	0.4	1220	300		0		3
COIL	1.6	1220	0		0	3	3
SHEET	0.7	1300	762		0		3
SHEET	0.3	1220	4880		0		U
SHEET	1.6	1220	761		0		5
COIL	0.4	610	0		0		3
SHEET	0.3	610	762		0		3
COIL	1	610	0		0		3
SHEET	0.7	610	4880		0		3
COIL	0.8	75	0		0		1
COIL	2.5	1320	0		0		3
SHEET	1.6	1250	4880		0		3
COIL	0.7	610	0		0		3
COIL	0.601	1320	0		0		3
SHEET	0.7	1320.1	762		0		3
COIL	3.201	385.1	0		0		3
SHEET	1.6	500	4880		0		3
SHEET	0.7	1320	4880		0		3
COIL	4	500	0		0		3
COIL	0.4	609.9	0		0		3
SHEET	1.6	610	4170		0		2
SHEET	1.6	610	762		0		5
SHEET	1.6	1300	4880		0		3
COIL	3.2	50	0		0		3
COIL	0.5	29	0		0		3
SHEET	0.3	595	762		0		3
SHEET	1.2	1200	611		0		U
COIL	2.801	355	0		0		3
COIL	4	610	0		500		U
SHEET	0.699	609.9	0		0		3
COIL	1.5	900	0		0		3
COIL	4	1000	0		600		3
COIL	0.8	915	0		0		1
COIL	0.7	610	0		0		3
COIL	3.201	610	0		600		U
SHEET	1	1320	762		0		3
COIL	0.4	1320	0		0		3
SHEET	1.6	610	762		0		5
COIL	0.7	610	0		0		3
SHEET	0.4	1220	0		0		U
COIL	3.2	900	0		500		3
SHEET	0.5	609.9	612		0		5
SHEET	1.599	1500	612		0		2
SHEET	0.8	1320	4880		0		2
COIL	2.5	1320	0		0		3
COIL	0.8	900.1	0		0		3
COIL	4	385.1	0		0		3
SHEET	0.699	1300	762		0		3
SHEET	0.6	610	4880		0		3
SHEET	0.7	375	612		0		3
SHEET	0.4	610	762		0		3
COIL	0.3	1320	0		0		3
COIL	3.2	610	0		0	3	3
COIL	1.201	1220	0	Y	0		U
SHEET	0.7	1320	762		0		3
COIL	0.8	610	0		0		2
COIL	0.699	610	0	N	0		3
COIL	1.6	609.9	0		0		3
COIL	1.09	610	0		0		3
SHEET	0.3	610	4880		0		3
SHEET	1.2	609.9	612		0		3
COIL	0.6	900	0		0		3
SHEET	2	1500	612		0		2
COIL	0.8	20	0		0		2
COIL	0.6	900	0		0		3
SHEET	0.999	1220	4880		0		3
SHEET	1.599	1320	4880		0		3
SHEET	2	610	612		0		2
SHEET	0.6	610	762		0		3
SHEET	0.6	609.9	762		0		3
COIL	0.9	610	0		0		3
SHEET	1.599	610	4880		0		2
COIL	0.4	1320	0		0		3
SHEET	1.2	335	612		0		2
COIL	1	609.9	0		0		1
SHEET	0.9	1050	1220		0		2
COIL	1.201	75	0		0		3
COIL	1.3	1090	0		0		2
COIL	0.7	20	0		0		3
SHEET	2	609.9	301		0		2
COIL	1.201	610	0	Y	0		U
COIL	0.799	249.9	0		0		5
SHEET	0.3	610	762	Y	0		3
SHEET	0.599	1320	761		0		3
SHEET	1.6	610	762		0		3
COIL	0.699	1320	0		0		3
COIL	1.09	610	0		0		3
COIL	0.8	900	0		0		3
COIL	1.6	1320	0		0		3
SHEET	1.599	1320	762		0		2
SHEET	3.2	1320	4880		0		3
COIL	0.301	20	0		0		3
SHEET	0.7	335	612		0		3
SHEET	0.699	1320	762	Y	0		3
SHEET	0.699	1220	761		0		3
COIL	1.09	900	0		0		3
SHEET	0.801	255.1	269		0		3
SHEET	1.2	600	150		0		U
SHEET	0.699	610	762	N	0		3
SHEET	1.6	831.9	881		0		2
COIL	0.699	20	0		0		3
COIL	0.321	610	0		0		3
SHEET	0.8	1275	4880		0		3
SHEET	0.699	1220	4880		0		3
SHEET	0.699	595	762		0		3
COIL	2.2	900	0		0		3
COIL	1.201	50	0		0		3
SHEET	1.2	335	3000		0		2
COIL	1.4	1310	0		0		3
SHEET	0.8	610	762		0		2
COIL	4	610	0		600		3
SHEET	0.5	610	762		0		5
COIL	2.8	610	0		600		3
COIL	0.799	1300	0		0		3
SHEET	1.6	1500	612		0		2
SHEET	1.2	609.9	4170		0		3
COIL	3.201	152	0		0		3
SHEET	0.601	1320	4880		0		3
SHEET	0.4	1320	4880	N	0		3
SHEET	0.7	610	762		0		3
SHEET	1	1320	762		0		3
SHEET	1.6	1320	612	Y	0		U
COIL	1.6	1525	0		0		3
SHEET	2	610	4170		0		2
COIL	0.799	20	0		0		3
SHEET	0.8	1300	762		0		2
SHEET	0.6	610	300		0		5
COIL	1.6	610	0		0		5
SHEET	0.699	1320	762	Y	0		3
COIL	2.5	610	0		600		3
COIL	0.451	20	0		0		3
SHEET	0.8	1500	4170		0		2
SHEET	0.699	1320	761		0		3
SHEET	3.201	1320	4880		0		3
SHEET	0.6	300.1	762		0		3
COIL	0.5	25	0		0		3
COIL	3.5	1000	0		600		3
SHEET	0.6	609.9	4880		0		3
COIL	0.8	50	0		0		3
COIL	1.6	1320	0		0		3
COIL	0.3	609.9	0		0		3
SHEET	1.6	609.9	612		0		3
SHEET	0.6	610	4170		0		3
COIL	3.2	610	0		0		3
COIL	0.6	610	0		0		3
COIL	0.7	1320	0		0		3
COIL	4	385.1	0		0		3
COIL	0.6	1320	0		600		3
COIL	2.2	640	0		0		3
COIL	0.699	20	0		0		3
COIL	0.699	1320	0		0		3
SHEET	1.2	609.9	614		0		3
SHEET	1	1320	4880		0		3
COIL	1.2	609.9	0		0		5
COIL	1	610	0		0		3
COIL	1.5	900	0		0		3
COIL	3.2	900	0		0		3
SHEET	0.699	610	762	N	0		3
COIL	0.699	609.9	0		0		3
COIL	0.699	610	0		0		3
SHEET	0.3	1320	762	Y	0		3
SHEET	2.501	1275	4880		0		3
SHEET	1	1220	762		0		U
SHEET	0.7	610	759		0		3
SHEET	0.7	609.9	3000		0		3
SHEET	3.2	200.1	4880		0		U
COIL	0.4	609.9	0		0		3
SHEET	0.6	335	3000		0		5
SHEET	0.6	1250	4880		0		3
SHEET	0.7	1300	762		0		3
SHEET	0.6	610	612		0		5
SHEET	3.2	610	4880		0		3
SHEET	0.3	610	762		0		3
COIL	0.6	609	0		0		3
SHEET	1.2	1200	150		0		U
COIL	1.2	609.9	0		0		U
SHEET	0.7	609.9	4170		0		3
SHEET	1.599	1300	4880		0		2
COIL	0.699	20	0		0		3
COIL	0.699	1320	0		0		3
SHEET	0.3	1300	762		0		3
SHEET	1.2	1320	4170		0		3
SHEET	0.6	520	4880		0		3
COIL	0.3	610	0		0		3
SHEET	0.6	610	4880		0		3
SHEET	0.7	610	762		0		3
SHEET	0.601	610	4880		0		3
SHEET	1.6	610	762		0		5
COIL	0.6	609.9	0		0		3
SHEET	0.3	519.9	762		0		3
COIL	1	75	0		0		3
COIL	2.3	900	0		500		3
SHEET	0.3	610	4880	Y	0		3
SHEET	0.8	356.1	762		0		3
SHEET	0.8	1300	4880		0		2
COIL	3.201	190	0		0		U
COIL	2.501	600.1	0		0		3
SHEET	0.999	610	762		0		3
COIL	1.2	609.9	0		0		5
COIL	0.799	609.9	0		0		3
SHEET	0.699	610	150		0		3
COIL	0.7	1320	0		0		3
COIL	1.5	640	0		0		3
COIL	1.6	610	0		0		3
SHEET	3.2	1320	762		0		3
SHEET	0.301	500	4120	Y	0		3
COIL	3.2	900	0		0		3
SHEET	0.7	1320	762		0		3
SHEET	2	610	4170		0		2
COIL	1	610	0		0		3
COIL	2.3	640	0		500		3
SHEET	1.6	610	612		0		2
SHEET	0.8	610	762		0		2
SHEET	0.6	520	762		0		3
COIL	0.8	609.9	0		0		3
COIL	1.6	600.1	0		0		5
SHEET	0.8	1320	4880		0		2
SHEET	1.601	610	762		0		3
SHEET	0.7	1320	762		0		3
SHEET	1.6	1220	612		0		5
SHEET	0.699	610	4880	N	0		3
SHEET	0.6	609.9	762		0		3
COIL	0.7	20	0		0		3
COIL	0.8	1320	0		0		2
COIL	0.8	609.9	0		0		3
COIL	0.601	610	0		0		3
SHEET	0.8	610	762		0		2
SHEET	1.599	1275	762		0		3
SHEET	0.4	1220	4170		0		3
COIL	0.799	20	0		0		3
COIL	1.5	640	0		0		3
SHEET	1	1320	762		0		3
SHEET	1.599	610	762		0		3
COIL	3.2	900	0		600		3
COIL	0.301	610	0	N	0		3
SHEET	0.6	609.9	1		0		5
SHEET	0.7	609.9	612		0		3
COIL	0.3	1250	0		0		3
COIL	0.3	610	0		0		3
SHEET	2	300.1	301		0		2
SHEET	1.599	1300	762		0		3
SHEET	0.7	610	4880		0		3
COIL	1.2	599.9	0		0		3
SHEET	0.8	356.1	4880		0		3
SHEET	1.601	610	4880		0		3
SHEET	0.4	600	611		0		U
COIL	0.601	610	0		0		3
COIL	0.699	20	0		0		3
SHEET	1.2	610	762		0		3
COIL	0.6	610	0		0		3
SHEET	0.801	356	762		0		3
SHEET	2.5	610	762		0		3
SHEET	0.699	609	612		0		3
COIL	3.2	610	0		0		3
SHEET	2	300.1	301		0		2
COIL	1	1320	0		0		3
SHEET	1.6	610	762		0		2
SHEET	0.6	1320	301		0		3
COIL	3.2	609.9	0		0		3
COIL	0.7	610	0		0		3
COIL	1.001	609.9	0		0		U
SHEET	0.699	519	762		0		3
COIL	3	65.1	0		0		3
SHEET	1.599	610	4170		0		3
SHEET	0.7	609.9	4880		0		3
COIL	0.6	610	0		0		3
SHEET	0.7	1320	762		0		3
SHEET	0.8	1320	761		0		2
COIL	0.6	610	0		0		3
COIL	0.7	1220	0		0		3
SHEET	0.6	520	762		0		3
SHEET	0.3	1320	762		0		3
SHEET	0.4	1320	762	N	0		3
SHEET	0.5	1220	4880		0		5
COIL	3.201	0	0		0		3
COIL	0.699	1250	0		0		3
COIL	3.2	640	0		600		3
COIL	0.8	50	0		0		5
SHEET	1	610	762		0		3
COIL	1.6	609.9	0		0		5
COIL	0.799	20	0		0		3
COIL	0.601	610	0		0	3	3
SHEET	0.3	1320	762	Y	0		3
COIL	0.4	609.9	0		0		U
SHEET	0.7	610	762		0		3
SHEET	0.6	610	761		0		3
COIL	0.699	609.9	0		0		3
COIL	0.5	28	0		0		3
SHEET	0.7	610	4170		0		3
SHEET	0.4	1220	761		0		3
SHEET	0.4	610	150		0		3
SHEET	3.2	610	762		0		3
SHEET	0.3	610	761		0		3
COIL	4	1000	0		600		U
SHEET	1	610	4880		0		3
SHEET	1.6	610	4880		0		3
SHEET	0.8	609.9	762		0		2
COIL	0.601	610	0		0		3
SHEET	0.699	1320	762	Y	0		3
COIL	4	50	0		0		3
SHEET	2.5	1274.9	762		0		3
SHEET	1.599	150	762		0		2
COIL	0.8	609.9	0		0		3
SHEET	0.6	609.9	4880		0		3
SHEET	1.6	1320	759		0		3
SHEET	1.601	830	881		0		2
COIL	1.6	60	0		0		3
COIL	0.801	1320	0		600		3
COIL	1.599	610	0		0		2
SHEET	0.3	1220	4170		0		3
SHEET	1.601	150	4880		0		3
COIL	1.001	1320	0		500		3
SHEET	0.699	1320	4880	N	0		3
SHEET	0.3	1320	762	Y	0		3
SHEET	1.299	1050	1220		0		2
SHEET	0.6	300.1	4880		0		3
SHEET	0.6	1220	762		0		5
SHEET	0.699	610	761		0		3
SHEET	0.699	610	612		0		3
SHEET	1.6	609.9	762		0		3
SHEET	0.699	1320	4880	N	0		3
COIL	1.2	610	0		0		3
SHEET	0.8	1275	762		0		3
SHEET	1.2	1320	611		0		3
SHEET	0.8	610	1		0		2
SHEET	0.8	255	270		0		3
COIL	0.699	20	0		0		3
SHEET	0.6	520	0		0		3
SHEET	0.4	610	300		0		3
COIL	0.4	610	0	N	0		3
SHEET	0.9	610	3000		0		2
COIL	2.801	610	0		600		3
COIL	2.3	900	0		600		3
SHEET	0.6	1320	4880		0		3
SHEET	1.6	610	4880		0		5
SHEET	1.2	610	4170		0		3
SHEET	1.599	1320	4880		0		3
SHEET	0.3	374.9	762		0		3
COIL	0.6	609.9	0		0		5
SHEET	0.6	1250	4880		0		3
COIL	0.4	609.9	0		0		3
SHEET	0.699	610	4880	N	0		3
COIL	0.799	609.9	0		0		3
SHEET	0.699	519.9	762		0		3
SHEET	0.8	610	762		0		2
SHEET	0.601	1250	4880		0		3
COIL	0.4	610	0		0		3
COIL	0.3	1320	0		0		3
COIL	1	20	0		0		U
COIL	1.6	610	0		0		5
SHEET	2	1320	4880		0		2
SHEET	0.699	1320	760	N	0		3
COIL	2.3	640	0		600		3
COIL	3.2	1320	0		0		3
COIL	1.201	610	0		0		3
SHEET	0.3	1320	4880	Y	0		3
SHEET	0.699	609.9	762		0		3
SHEET	0.8	610	4880		0		2
COIL	0.7	609.9	0		0		3
SHEET	0.4	1320	761		0		3
COIL	1.6	610	0		0		2
SHEET	1.6	1220	761		0		5
SHEET	0.699	1220	4880		0		3
SHEET	1.599	1525	4170		0		2
COIL	1.6	610	0		0	2	3
COIL	0.5	610	0		0		3
COIL	0.3	610	0		0		3
SHEET	0.699	610	4880	Y	0		3
COIL	0.6	609.9	0		0		5
COIL	0.3	610	0		0		3
COIL	0.801	1320	0		600		3
SHEET	1.6	610	762		0		5
SHEET	0.451	610	762		0		3
COIL	0.601	610	0		0		3
COIL	0.6	609.9	0		0		5
SHEET	1.599	1320	762		0		2
SHEET	1.6	335	612		0		5
SHEET	0.3	610	761		0		3
SHEET	0.3	610	762	Y	0		3
SHEET	0.4	1320	150		0		3
COIL	0.9	1320	0		0		3
COIL	0.8	610	0		0		3
COIL	0.8	609.9	0		0		2
COIL	0.799	609	0		0		3
COIL	0.699	609.9	0		0		3
SHEET	1.6	150	762		0		3
COIL	0.7	1320	0		0		3
SHEET	0.4	1220	762		0		3
COIL	0.321	1220	0		0		U
SHEET	1.6	1274.9	4880		0		3
SHEET	0.7	610	4880		0		3
COIL	1.6	606.9	0		0		3
SHEET	0.7	609.9	762		0		3
COIL	0.699	610	0		0		3
COIL	0.8	20	0		0		2
COIL	1	900	0		0		3
SHEET	2	609.9	4880		0		2
SHEET	1.2	150	612		0		3
COIL	0.6	610	0		0		3
SHEET	1.2	1220	4880		0		U
SHEET	1.6	1320	762		0		3
COIL	1.201	1320	0		0		3
SHEET	1.6	1525	612		0		2
SHEET	0.3	150	4880		0		3
SHEET	0.6	335	1		0		5
SHEET	1.601	1300	762		0		3
SHEET	0.3	1320	762	Y	0		3
SHEET	0.6	609	4880		0		3
COIL	0.7	1220	0		0		3
COIL	1.599	609.9	0		0		2
SHEET	0.3	595	4880		0		3
SHEET	0.7	1320	4880		0		3
COIL	1.6	610	0		0		3
COIL	0.8	75	0		0		3
COIL	0.8	609.9	0		0		3
SHEET	0.7	150	612		0		3
SHEET	0.7	150	762		0		3
SHEET	1.6	1220	762		0		5
COIL	2.801	1000	0		600		3
COIL	0.6	1320	0		0		3
COIL	0.6	610	0		0		3
SHEET	2.5	610	4880		0		3
SHEET	1.2	609.9	4170		0		3
SHEET	0.7	609.9	762		0		3
SHEET	1.599	610	762		0		3
SHEET	0.601	609.9	612		0		3
SHEET	0.699	1320	4880	Y	0		3
SHEET	1.2	610	4170		0		3
COIL	0.4	610	0		0		3
SHEET	0.7	610	4880		0		3
SHEET	0.7	1220	762		0		3
COIL	0.4	609.9	0		0		3
SHEET	0.7	1300	4170		0		3
COIL	0.8	50	0		0		5
COIL	1.1	610	0		0		3
SHEET	2	1500	4170		0		2
COIL	0.7	610	0		0	3	3
COIL	2.5	610	0		600		3
SHEET	1.2	609.9	4170		0		3
SHEET	0.6	335	611		0		5
SHEET	3.2	1300	4880		0		3
SHEET	0.6	610	4880		0		3
SHEET	0.7	610	4880		0		3
COIL	0.699	610	0	N	0		3
SHEET	0.699	374.9	4880		0		3
SHEET	1.599	1320	4880		0		2
SHEET	0.3	610	4880	Y	0		3
SHEET	0.4	610	762	N	0		3
SHEET	0.699	375	612		0		3
COIL	0.3	20	0		0		3
COIL	0.4	610	0		0		3
SHEET	1.6	610	4880		0		3
SHEET	1.601	1320	4880		0		3
COIL	3.201	609.9	0		0		3
COIL	2.3	900	0		600		3
SHEET	3.2	150	762		0		3
SHEET	0.8	610	4880		0		2
COIL	0.8	250	0		0		5
SHEET	3.2	1300	4880		0		3
COIL	3.2	900	0		600		3
COIL	0.9	966	0		0		3
COIL	1.001	50	0	Y	0		3
SHEET	0.699	1300	4880		0		3
COIL	0.4	609.9	0		0		3
SHEET	3.2	610	4880		0		3
SHEET	1.599	1500	4170		0		2
